customer_id,age,income,debt,credit_limit,credit_used,employment_years,employment_type,target,debt_to_income,credit_utilization,income_per_age,employment_stability,income_to_credit,income_squared,debt_impact,age_group
CUST_00060,79,148915,227836,27654,23872,16,Salaried,1,1.5299632007306132,0.8632073766045923,1861.4375,0.2,5.3847405532453445,22175677225,196669.7158560839,56+
CUST_00061,45,99457,151149,17457,8346,16,Salaried,1,1.5197269199058898,0.47806163363500975,2162.108695652174,0.34782608695652173,5.6969297743155,9891694849,72258.5378622981,36-45
CUST_00062,45,20221,35287,48950,12912,16,Self-Employed,1,1.744980714073781,0.2637739780596923,439.5869565217391,0.34782608695652173,0.4130865559436988,408888841,9307.792363792363,36-45
CUST_00063,22,144370,65339,24681,16617,2,Salaried,0,0.4525770410955109,0.6732436593468925,6276.95652173913,0.08695652173913043,5.849201847500202,20842696900,43989.06745806661,18-25
CUST_00064,44,62753,72667,13341,3143,12,Salaried,0,1.1579660260700513,0.23557187827911857,1394.5111111111112,0.26666666666666666,4.703417778444011,3937939009,17118.30167890871,36-45
CUST_00065,78,69695,45620,45338,37296,43,Self-Employed,0,0.6545569329660239,0.8226030569708198,882.2151898734177,0.5443037974683544,1.5371975561878295,4857393025,37527.1514590088,56+
CUST_00066,53,129278,79658,23803,6887,0,Unemployed,0,0.6161712265719878,0.2893211225004201,2394.037037037037,0.0,5.430935977146698,16712801284,23046.741976138463,46-55
CUST_00067,55,99516,115909,49277,14005,20,Salaried,0,1.1647155762332064,0.28420390437923615,1777.0714285714287,0.35714285714285715,2.0194813101181053,9903434256,32941.790352692886,46-55
CUST_00068,68,138119,44457,23598,16890,50,Self-Employed,0,0.32187228496959164,0.715708292724268,2001.7246376811595,0.7246376811594203,5.852747997796516,19076858161,31818.24356964278,56+
CUST_00069,57,63933,98453,20392,10171,5,Self-Employed,1,1.5399161635436545,0.49874957093120187,1102.2931034482758,0.08620689655172414,3.135046339430197,4087428489,49103.39150688962,56+
CUST_00070,30,39313,6057,21046,15569,0,Unemployed,0,0.15406725339573688,0.739725376538224,1268.1612903225807,0.0,1.867867154463819,1545511969,4480.5166056920225,26-35
CUST_00071,67,29545,41272,42727,12742,29,Salaried,0,1.3968726731198808,0.29821194532859013,434.4852941176471,0.4264705882352941,0.6914669537539787,872907025,12307.803407601572,56+
CUST_00072,42,84799,1453,11985,6965,12,Salaried,0,0.01713443396226415,0.5810946103787752,1972.0697674418604,0.27906976744186046,7.074837310195227,7190870401,844.3304688803604,36-45
CUST_00073,69,145562,26328,41530,16331,44,Salaried,0,0.1808701387028297,0.3932243384459801,2079.457142857143,0.6285714285714286,3.5048999542510413,21188295844,10352.810382605763,56+
CUST_00074,25,79829,139233,41629,39023,2,Self-Employed,1,1.7441187523487411,0.9373768916646649,3070.346153846154,0.07692307692307693,1.917583473456642,6372669241,130513.79675714628,18-25
CUST_00075,66,136840,264649,32966,29223,28,Salaried,1,1.9339890822195103,0.8864318864318864,2042.3880597014925,0.417910447761194,4.150817484150817,18725185600,234593.3123123123,56+
CUST_00076,65,132917,129624,46789,18173,30,Salaried,0,0.975217803457771,0.3883949561872195,2013.8939393939395,0.45454545454545453,2.8407138277409705,17666928889,50345.30780081214,56+
CUST_00077,51,83517,20311,23725,7683,15,Salaried,0,0.24319308412557772,0.3238219674618562,1606.0961538461538,0.28846153846153844,3.520062378824918,6975089289,6577.147981117761,46-55
CUST_00078,38,137050,79078,20155,12551,17,Salaried,0,0.5769968843715113,0.6226929946417941,3514.102564102564,0.4358974358974359,6.799464179400675,18782702500,49241.31663028379,36-45
CUST_00079,63,48043,43369,40560,30534,4,Salaried,0,0.902693364415952,0.7527920909247799,750.671875,0.0625,1.1844629077192377,2308129849,32647.84019131678,56+
CUST_00080,31,129168,201797,43278,1280,6,Salaried,0,1.5622711331666266,0.029575544721458444,4036.5,0.1875,2.984542156704175,16684372224,5968.256198156149,26-35
CUST_00081,66,95456,92211,24569,12779,24,Salaried,0,0.965995160124454,0.5201058201058201,1424.7164179104477,0.3582089552238806,3.885063085063085,9111847936,47959.47777777778,56+
CUST_00082,79,129540,192579,40791,39534,26,Salaried,1,1.486625855906624,0.9691606197293587,1619.25,0.325,3.1756226711119826,16780611600,186639.98298686018,56+
CUST_00083,49,48760,3804,30484,11014,17,Salaried,0,0.07801316625992084,0.3612924389043792,975.2,0.34,1.5994751517139576,2377537600,1374.3564375922583,46-55
CUST_00084,69,72994,122523,13364,10195,46,Salaried,1,1.6785122268648538,0.7628133183688739,1042.7714285714285,0.6571428571428571,5.461578750467639,5328124036,93462.17620650954,56+
CUST_00085,76,71645,7104,10501,7022,37,Salaried,0,0.09915417469223683,0.6686345458007998,930.4545454545455,0.4805194805194805,6.822033898305085,5133006025,4749.979813368882,56+
CUST_00086,47,43819,42906,18871,14899,1,Salaried,0,0.9791419443176632,0.7894764730818143,912.8958333333334,0.020833333333333332,2.3219054684188216,1920104761,33873.27755404833,46-55
CUST_00087,66,135296,221021,21532,2683,24,Salaried,0,1.6335986755064784,0.12459945200390099,2019.3432835820895,0.3582089552238806,6.283193238285422,18305007616,27539.0954813542,56+
CUST_00088,65,90702,91740,19694,2248,3,Self-Employed,0,1.011432918426072,0.11414064483371414,1374.2727272727273,0.045454545454545456,4.605331302361005,8226852804,10471.262757044935,56+
CUST_00089,59,25276,13065,6335,5089,1,Self-Employed,0,0.5168730466431934,0.8031881313131313,421.26666666666665,0.016666666666666666,3.989267676767677,638876176,10493.65293560606,56+
CUST_00090,26,82070,57138,35476,16793,1,Salaried,0,0.6962020689403078,0.4733489302928658,3039.6296296296296,0.037037037037037035,2.3133297629450067,6735484900,27046.211179073765,26-35
CUST_00091,28,99415,188313,12506,2683,9,Self-Employed,0,1.8941920817574636,0.21451986887343089,3428.103448275862,0.3103448275862069,7.9487487007275925,9883342225,40396.88006716239,26-35
CUST_00092,24,95849,81777,42735,24596,0,Unemployed,0,0.8531768388106417,0.5755335080494197,3833.96,0.0,2.2428163609135154,9187030801,47065.403687757396,18-25
CUST_00093,63,45995,82213,20915,3339,4,Salaried,1,1.787394556048352,0.15963855421686746,718.671875,0.0625,2.1990342321667624,2115540025,13124.364457831323,56+
CUST_00094,37,131449,21532,27754,17456,19,Self-Employed,0,0.16380372765310003,0.6289317240136912,3459.184210526316,0.5,4.736047558998378,17278839601,13542.1578814628,36-45
CUST_00095,41,29038,829,32528,26946,16,Salaried,0,0.028547815007403835,0.8283685326939039,691.3809523809524,0.38095238095238093,0.8926803775092994,843205444,686.7175136032463,36-45
CUST_00096,45,145932,241035,15026,7135,11,Salaried,1,1.651682621476979,0.47481200505756305,3172.4347826086955,0.2391304347826087,9.711319624675584,21296148624,114446.31163904972,36-45
CUST_00098,64,97656,64355,10679,4569,17,Salaried,0,0.6589901389557328,0.42780898876404494,1502.4,0.26153846153846155,9.143820224719102,9536694336,27531.647471910113,56+
CUST_00099,33,118366,175161,29837,11023,14,Salaried,1,1.4798127856581649,0.36942824586098266,3481.3529411764707,0.4117647058823529,3.966954889737918,14010509956,64709.42097325558,26-35
CUST_00100,72,62600,46507,21931,11152,11,Salaried,0,0.7429114550885768,0.5084807587087361,857.5342465753424,0.1506849315068493,2.854276855735911,3918760000,23647.91464526719,56+
CUST_00101,56,111905,135430,17521,2805,17,Salaried,0,1.2102121423337444,0.16008446524369363,1963.2456140350878,0.2982456140350877,6.386542632119621,12522729025,21680.239127953428,56+
CUST_00103,68,22260,26502,20945,10033,5,Salaried,0,1.1905125555904945,0.47899360259715457,322.60869565217394,0.07246376811594203,1.062732741334861,495507600,12694.28845602979,56+
CUST_00104,41,82031,111543,41070,21678,17,Salaried,0,1.3597498537156232,0.5278176815758078,1953.1190476190477,0.40476190476190477,1.9972973631029194,6729084961,58874.36765601033,36-45
CUST_00105,47,55509,15814,17621,10339,9,Salaried,0,0.2848856061970816,0.5867097945749631,1156.4375,0.1875,3.1499829758256723,3081249081,9278.228691408467,46-55
CUST_00106,52,144633,253859,23120,19319,11,Salaried,0,1.755182045715392,0.8355607456424895,2728.9245283018868,0.20754716981132076,6.255482029323991,20918704689,212114.61532805674,46-55
CUST_00107,51,98222,50886,24414,7454,18,Self-Employed,0,0.5180660334137626,0.3053041163219332,1888.8846153846155,0.34615384615384615,4.023018636084374,9647561284,15535.705263157894,46-55
CUST_00108,37,21854,2982,8573,4786,17,Salaried,0,0.13644474948524365,0.5581992069045952,575.1052631578947,0.4473684210526316,2.5488686727315137,477597316,1664.550034989503,36-45
CUST_00109,26,103606,3215,42621,18634,7,Salaried,0,0.031030721862422422,0.4371920604382713,3837.259259259259,0.25925925925925924,2.430810379616161,10734203236,1405.5724743090423,26-35
CUST_00110,46,64657,33092,36308,7476,5,Self-Employed,0,0.5118005505892542,0.20589936379410065,1375.6808510638298,0.10638297872340426,1.7807430664573523,4180527649,6813.621746674378,46-55
CUST_00111,43,84454,14053,14943,2444,2,Salaried,0,0.16639630572494227,0.1635438972162741,1919.409090909091,0.045454545454545456,5.651365096359743,7132478116,2298.2823875803,36-45
CUST_00112,78,59824,15525,41573,27274,5,Self-Employed,0,0.25950689511073965,0.6560350218886805,757.2658227848101,0.06329113924050633,1.4389762832539568,3578910976,10184.943714821764,56+
CUST_00113,68,101057,99713,34524,29014,14,Self-Employed,0,0.9866908112173207,0.8403765387400435,1464.5942028985507,0.2028985507246377,2.9270673425054308,10212517249,83796.46580738596,56+
CUST_00114,55,149765,31578,44952,6503,27,Salaried,0,0.21084892432194222,0.1446622027450893,2674.375,0.48214285714285715,3.3315907725846996,22429555225,4568.14303828443,46-55
CUST_00115,31,101987,21282,15292,3929,3,Salaried,0,0.20867160842452054,0.25691492839861374,3187.09375,0.09375,6.668868109592624,10401348169,5467.663506179298,26-35
CUST_00116,22,40517,53545,34524,30796,0,Unemployed,1,1.3215114270200898,0.8919913106444606,1761.608695652174,0.0,1.173555394641564,1641627289,47761.67472845764,18-25
CUST_00117,32,57762,112670,34755,4664,11,Salaried,1,1.950556584664924,0.13419265738289793,1750.3636363636363,0.3333333333333333,1.6619288755898263,3336448644,15119.486707331109,26-35
CUST_00118,77,54675,77304,48331,12964,50,Self-Employed,0,1.4138561708976516,0.2682280890507324,700.9615384615385,0.6410256410256411,1.131238103120086,2989355625,20735.10419597782,56+
CUST_00119,52,49466,18643,9679,977,9,Self-Employed,0,0.37687751430246424,0.10092975206611571,933.3207547169811,0.16981132075471697,5.110123966942148,2446885156,1881.6333677685952,46-55
CUST_00120,37,97993,115121,13149,7679,18,Self-Employed,0,1.1747760066942874,0.5839543726235742,2578.7631578947367,0.47368421052631576,7.451939163498099,9602628049,67225.41133079848,36-45
CUST_00121,62,72757,129445,33688,5271,17,Salaried,1,1.7791170730366421,0.15646056576330553,1154.873015873016,0.2698412698412698,2.159666359939446,5293581049,20253.037935231085,56+
CUST_00122,74,76626,65632,6695,748,47,Salaried,0,0.856512717449463,0.11170848267622462,1021.68,0.6266666666666667,11.443548387096774,5871543876,7331.651135005974,56+
CUST_00123,61,129570,5438,49058,17662,36,Salaried,0,0.041969267814557266,0.3600154915509896,2089.8387096774195,0.5806451612903226,2.641105607533786,16788384900,1957.7642430542815,56+
CUST_00124,66,119125,170789,33981,18229,11,Salaried,1,1.4336836626764937,0.5364310517332705,1777.9850746268658,0.16417910447761194,3.505532340650933,14190765625,91616.52289447354,56+
CUST_00125,55,77132,123210,27803,13380,31,Self-Employed,1,1.5973707751546031,0.4812257229175658,1377.357142857143,0.5535714285714286,2.7741332182419796,5949345424,59291.82132067328,46-55
CUST_00126,60,33710,64942,23888,21711,10,Salaried,1,1.92643350835039,0.9088283310310185,552.6229508196722,0.16393442622950818,1.4111097157687638,1136364100,59021.1294738164,56+
CUST_00127,70,119680,23084,25612,8270,35,Salaried,0,0.19287940441674117,0.32288291102174677,1685.6338028169014,0.49295774647887325,4.67262718150939,14323302400,7453.4291180260025,56+
CUST_00128,80,121259,216249,5075,4444,25,Self-Employed,1,1.7833498268184067,0.8754925137903862,1497.0246913580247,0.30864197530864196,23.888691883372733,14703745081,189324.38061465722,56+
CUST_00129,21,44586,65338,45986,28969,2,Salaried,1,1.4654047143786306,0.6299388957748929,2026.6363636363637,0.09090909090909091,0.9695348685498075,1987911396,41158.94757213996,18-25
CUST_00130,31,55003,37752,33712,31766,8,Salaried,0,0.6863500836302814,0.9422477975855011,1718.84375,0.25,1.631507133746626,3025330009,35571.73885444784,26-35
CUST_00131,80,102578,186065,15379,5091,38,Self-Employed,1,1.8138702853410542,0.33101430429128736,1266.3950617283951,0.4691358024691358,6.669570871261379,10522246084,61590.176527958385,56+
CUST_00132,53,73476,29743,35241,7698,5,Salaried,0,0.4047933366903929,0.21843255206855455,1360.6666666666667,0.09259259259259259,2.0848987004142785,5398722576,6496.839396175018,46-55
CUST_00133,27,85323,71676,32229,27352,4,Salaried,0,0.8400450049224134,0.8486503257834316,3047.25,0.14285714285714285,2.6473161650636055,7280014329,60827.860750853244,26-35
CUST_00134,48,51946,50277,17491,16654,14,Salaried,0,0.9678518489999423,0.952092385090327,1060.1224489795918,0.2857142857142857,2.9697004344843356,2698386916,47868.348845186374,46-55
CUST_00135,26,133249,217549,27274,25811,1,Salaried,1,1.6326378986866792,0.9463244729605866,4935.148148148148,0.037037037037037035,4.8853895508707605,17755296001,205871.94276810266,26-35
CUST_00136,70,20336,38465,43005,32089,18,Self-Employed,1,1.8913802429070168,0.7461516997628238,286.4225352112676,0.2535211267605634,0.4728642514997907,413552896,28700.725131377018,56+
CUST_00137,46,90592,144681,40614,24720,15,Salaried,1,1.597043921715806,0.608642127292872,1927.4893617021276,0.3191489361702128,2.23050597070048,8206910464,88058.95161886002,46-55
CUST_00138,38,133980,125202,42473,25098,6,Self-Employed,0,0.9344757838798039,0.5909026698686255,3435.3846153846152,0.15384615384615385,3.1544003390309365,17950640400,73982.19607289165,36-45
CUST_00139,67,73841,123987,29984,12651,2,Salaried,0,1.6790850735353864,0.4219109554777389,1085.8970588235295,0.029411764705882353,2.4625979656494916,5452493281,52311.47363681841,56+
CUST_00140,68,127577,129847,7426,1034,41,Self-Employed,0,1.017785198074903,0.13922175844890267,1848.9420289855072,0.5942028985507246,17.17746061666891,16275890929,18077.527669314666,56+
CUST_00141,55,63515,57711,11534,8617,6,Self-Employed,0,0.9086057056489704,0.7470307758994364,1134.1964285714287,0.10714285714285714,5.506285218899003,4034155225,43111.893107932374,46-55
CUST_00142,18,114692,107473,47911,10116,0,Unemployed,0,0.9370493404131028,0.2111370846552012,6036.421052631579,0.0,2.393805309734513,13154254864,22691.53589914844,18-25
CUST_00143,68,147035,208395,47587,5263,16,Salaried,0,1.4173059658859055,0.1105951080104228,2130.942028985507,0.2318840579710145,3.0897495166848787,21619291225,23047.46753383206,56+
CUST_00144,72,108389,83010,46077,31978,54,Salaried,0,0.7658455577082757,0.6939971352923304,1484.7808219178082,0.7397260273972602,2.352293936368766,11748175321,57608.702200616346,56+
CUST_00147,46,41805,3794,8014,2657,22,Salaried,0,0.09075252356121132,0.33150343106674984,889.468085106383,0.46808510638297873,5.215845290081098,1747658025,1257.7240174672488,46-55
CUST_00148,36,66984,64014,39810,27004,11,Salaried,0,0.9556467865940136,0.6783049910828666,1810.3783783783783,0.2972972972972973,1.6825500489814373,4486856256,43421.01569917862,36-45
CUST_00149,68,43600,79887,30070,20306,10,Salaried,1,1.832228618609665,0.6752685311429617,631.8840579710145,0.14492753623188406,1.4499018988394134,1900960000,53945.17714741778,56+
CUST_00150,49,139646,133157,35118,16733,9,Salaried,0,0.9535256754531067,0.4764657308009909,2792.92,0.18,3.976366069648908,19501005316,63444.747316267545,46-55
CUST_00151,75,125464,177631,40821,10353,29,Self-Employed,0,1.415781293587853,0.25361324775856153,1650.842105263158,0.3815789473684211,3.0734407917299493,15741215296,45049.574812601044,56+
CUST_00152,78,65293,126095,32807,16390,37,Salaried,1,1.9311881643029987,0.4995732748110217,826.493670886076,0.46835443037974683,1.990154840282858,4263175849,62993.692087295785,56+
CUST_00153,37,46111,13979,20545,12496,12,Self-Employed,0,0.3031531922276197,0.6081962425776307,1213.4473684210527,0.3157894736842105,2.24428112527986,2126224321,8501.9752749927,36-45
CUST_00154,54,58780,108794,48137,25939,18,Salaried,1,1.8508361545397323,0.5388466492168349,1068.7272727272727,0.32727272727272727,1.2210727491794424,3455088400,58623.282354896335,46-55
CUST_00155,54,133386,260428,23756,7540,3,Self-Employed,1,1.9524241492799148,0.31738014059014186,2425.2,0.05454545454545454,5.614597802752873,17791824996,82654.67525360946,46-55
CUST_00157,61,129882,236821,46121,42358,8,Salaried,1,1.8233410069062157,0.9183903560123151,2094.8709677419356,0.12903225806451613,2.81605307662287,16869333924,217494.12250119247,56+
CUST_00158,68,77779,34448,10906,4835,2,Salaried,0,0.44289020313705324,0.4432932978820941,1127.231884057971,0.028985507246376812,7.131108462455304,6049572841,15270.567525442377,56+
CUST_00159,44,43021,70701,28976,17394,6,Salaried,1,1.6433685091348613,0.6002691790040376,956.0222222222222,0.13333333333333333,1.4846602477827242,1850806441,42439.63122476447,36-45
CUST_00160,35,128851,216187,36578,19342,5,Salaried,1,1.6777931269984168,0.528773339894475,3579.1944444444443,0.1388888888888889,3.5225402553377623,16602580201,114313.92203176685,26-35
CUST_00161,39,125412,19739,14224,12356,3,Salaried,0,0.15739197690829498,0.8686115992970123,3135.3,0.075,8.816309314586995,15728169744,17145.524358523726,36-45
