customer_id,age,income,debt,credit_limit,credit_used,employment_years,employment_type,target
CUST_00107,51,98222,50886,24414,7454,18,Self-Employed,0
CUST_00108,37,21854,2982,8573,4786,17,Salaried,0
CUST_00109,26,103606,3215,42621,18634,7,Salaried,0
CUST_00110,46,64657,33092,36308,7476,5,Self-Employed,0
CUST_00111,43,84454,14053,14943,2444,2,Salaried,0
CUST_00112,78,59824,15525,41573,27274,5,Self-Employed,0
CUST_00113,68,101057,99713,34524,29014,14,Self-Employed,0
CUST_00114,55,149765,31578,44952,6503,27,Salaried,0
CUST_00115,31,101987,21282,15292,3929,3,Salaried,0
CUST_00116,22,40517,53545,34524,30796,0,Unemployed,1
CUST_00117,32,57762,112670,34755,4664,11,Salaried,0
CUST_00118,77,54675,77304,48331,12964,50,Self-Employed,0
CUST_00119,52,49466,18643,9679,977,9,Self-Employed,0
CUST_00120,37,97993,115121,13149,7679,18,Self-Employed,0
CUST_00121,62,72757,129445,33688,5271,17,Salaried,1
CUST_00122,74,76626,65632,6695,748,47,Salaried,0
CUST_00123,61,129570,5438,49058,17662,36,Salaried,0
CUST_00124,66,119125,170789,33981,18229,11,Salaried,1
CUST_00125,55,77132,123210,27803,13380,31,Self-Employed,1
CUST_00126,60,33710,64942,23888,21711,10,Salaried,0
CUST_00127,70,119680,23084,25612,8270,35,Salaried,0
CUST_00128,80,121259,216249,5075,4444,25,Self-Employed,1
CUST_00129,21,44586,65338,45986,28969,2,Salaried,0
CUST_00130,31,55003,37752,33712,31766,8,Salaried,0
CUST_00131,80,102578,186065,15379,5091,38,Self-Employed,1
CUST_00132,53,73476,29743,35241,7698,5,Salaried,0
CUST_00133,27,85323,71676,32229,27352,4,Salaried,0
CUST_00134,48,51946,50277,17491,16654,14,Salaried,0
CUST_00135,26,133249,217549,27274,25811,1,Salaried,1
CUST_00136,70,20336,38465,43005,32089,18,Self-Employed,0
CUST_00137,46,90592,144681,40614,24720,15,Salaried,1
CUST_00138,38,133980,125202,42473,25098,6,Self-Employed,0
CUST_00139,67,73841,123987,29984,12651,2,Salaried,0
CUST_00140,68,127577,129847,7426,1034,41,Self-Employed,0
CUST_00141,55,63515,57711,11534,8617,6,Self-Employed,0
CUST_00142,18,114692,107473,47911,10116,0,Unemployed,0
CUST_00143,68,147035,208395,47587,5263,16,Salaried,0
CUST_00144,72,108389,83010,46077,31978,54,Salaried,0
CUST_00145,20,100931,61543,46363,44852,0,Unemployed,0
CUST_00146,32,117880,25806,46533,46130,1,Salaried,0
CUST_00147,46,41805,3794,8014,2657,22,Salaried,0
CUST_00148,36,66984,64014,39810,27004,11,Salaried,0
CUST_00149,68,43600,79887,30070,20306,10,Salaried,0
CUST_00150,49,139646,133157,35118,16733,9,Salaried,0
CUST_00151,75,125464,177631,40821,10353,29,Self-Employed,0
CUST_00152,78,65293,126095,32807,16390,37,Salaried,1
CUST_00153,37,46111,13979,20545,12496,12,Self-Employed,0
CUST_00154,54,58780,108794,48137,25939,18,Salaried,1
CUST_00155,54,133386,260428,23756,7540,3,Self-Employed,1
CUST_00156,40,48705,32850,49417,47246,20,Salaried,0
CUST_00157,61,129882,236821,46121,42358,8,Salaried,1
CUST_00158,68,77779,34448,10906,4835,2,Salaried,0
CUST_00159,44,43021,70701,28976,17394,6,Salaried,1
CUST_00160,35,128851,216187,36578,19342,5,Salaried,0
CUST_00161,39,125412,19739,14224,12356,3,Salaried,0
CUST_00162,73,108647,104179,41524,23971,46,Salaried,0
CUST_00163,43,21824,29804,29155,22047,8,Salaried,0
CUST_00164,34,96619,97379,12100,11056,12,Self-Employed,0
CUST_00165,19,101205,58030,47444,4142,1,Self-Employed,0
CUST_00166,47,139195,214064,12646,2290,22,Salaried,0
CUST_00167,20,59893,30775,40228,8890,1,Salaried,0
CUST_00168,41,107881,141608,32467,19245,23,Salaried,0
CUST_00169,27,136052,256558,45347,26746,6,Salaried,0
CUST_00170,35,24288,29143,20473,11884,11,Salaried,0
CUST_00171,61,68147,94024,8968,6523,34,Self-Employed,0
CUST_00172,79,36011,59600,11007,10858,60,Self-Employed,1
CUST_00173,58,98269,87427,20962,4126,1,Salaried,0
CUST_00174,31,28992,13576,43429,14152,13,Self-Employed,0
CUST_00175,32,63064,118034,44058,185,12,Salaried,1
CUST_00176,80,38964,22871,12204,10830,8,Salaried,0
CUST_00177,26,21947,15593,43591,21218,5,Self-Employed,0
CUST_00178,34,26868,34477,12448,12216,4,Self-Employed,1
CUST_00179,46,121976,28587,34622,33019,11,Salaried,0
CUST_00180,57,25683,42161,7041,498,33,Salaried,0
CUST_00181,72,72640,128521,34069,4816,27,Salaried,0
CUST_00182,38,99730,72093,45915,41489,4,Salaried,0
CUST_00183,63,62622,69541,24326,14867,24,Self-Employed,0
CUST_00184,45,32999,28183,33185,29593,25,Self-Employed,0
CUST_00185,44,64424,54524,11231,5120,26,Salaried,0
CUST_00186,60,53408,90023,36081,4399,23,Self-Employed,1
CUST_00187,23,32219,48417,29421,26600,3,Salaried,1
CUST_00188,21,96869,107691,28173,21801,2,Salaried,0
CUST_00189,45,133782,150800,44348,20476,23,Salaried,0
CUST_00190,54,86507,126403,19696,3546,13,Salaried,0
CUST_00191,53,68176,59286,33122,1720,7,Self-Employed,0
CUST_00192,60,128719,71636,25249,11135,17,Salaried,0
CUST_00193,29,134014,210126,9560,2324,2,Salaried,0
CUST_00194,80,24018,14098,29654,13757,5,Self-Employed,0
CUST_00195,28,68503,22270,8447,2549,4,Self-Employed,0
CUST_00196,57,26522,43380,32788,31828,5,Salaried,1
CUST_00197,44,55804,14918,27621,14087,6,Self-Employed,0
CUST_00198,61,108930,174884,25212,1488,37,Salaried,0
CUST_00199,56,27180,13397,24753,6921,0,Unemployed,0
CUST_00200,66,53491,1013,37596,28223,18,Salaried,0
CUST_00201,42,89806,146466,48781,23210,22,Salaried,1
CUST_00202,73,117260,120521,10102,5129,2,Salaried,0
CUST_00203,54,73008,106176,6366,2660,26,Salaried,0
CUST_00204,78,101018,94857,10775,7155,29,Self-Employed,0
CUST_00205,33,77104,103747,25334,24438,12,Salaried,1
CUST_00206,39,122120,165996,12472,8693,5,Salaried,1
CUST_00207,75,121741,214682,47299,9679,22,Salaried,1
CUST_00208,27,53550,20036,47959,4938,3,Salaried,0
CUST_00209,67,102306,147779,42976,29419,31,Salaried,0
CUST_00210,74,93989,163714,26181,20552,41,Salaried,1
CUST_00211,46,28950,19845,23001,19379,15,Salaried,0
CUST_00212,50,29724,2464,8728,6041,19,Salaried,0
CUST_00213,22,104497,161220,43933,33231,0,Unemployed,1
CUST_00214,55,92655,149856,47718,12336,2,Salaried,1
CUST_00215,48,85715,118101,11783,5626,4,Self-Employed,0
CUST_00216,23,86132,64944,33688,28797,5,Salaried,0
CUST_00217,57,40807,37079,30389,13394,23,Salaried,0
CUST_00218,61,98366,169687,26931,2159,3,Self-Employed,1
CUST_00219,53,108916,189722,48028,39498,24,Salaried,0
CUST_00220,39,30682,60079,27925,10165,18,Salaried,0
CUST_00221,62,106787,185816,10552,5072,25,Salaried,1
CUST_00222,59,123764,175666,49919,34497,21,Self-Employed,1
CUST_00223,60,75496,95052,25241,5906,32,Salaried,0
CUST_00224,39,144212,72123,15154,1264,15,Salaried,0
CUST_00225,68,33256,4947,48380,22070,32,Self-Employed,0
CUST_00226,57,37176,21266,16851,5424,38,Salaried,0
CUST_00227,20,73852,62267,34111,18673,1,Salaried,0
CUST_00228,68,78841,81125,35737,12715,14,Salaried,0
CUST_00229,78,94766,73864,30026,16479,28,Salaried,0
CUST_00230,79,41241,79254,14070,4096,52,Salaried,1
CUST_00231,48,134572,53786,38810,8170,11,Salaried,0
CUST_00232,66,41012,67286,14656,13615,17,Salaried,1
CUST_00233,78,139341,183283,6747,3398,14,Self-Employed,1
CUST_00234,50,69015,21392,29570,7357,15,Salaried,0
CUST_00235,77,32987,43947,14571,2254,53,Self-Employed,0
CUST_00236,76,128758,36383,35743,29399,30,Salaried,0
CUST_00237,75,30384,54720,14798,8991,1,Salaried,0
CUST_00238,56,89176,75524,20573,9868,27,Salaried,0
CUST_00239,33,75027,131027,44107,35130,14,Salaried,1
CUST_00240,50,95372,76355,33130,102,15,Self-Employed,0
CUST_00241,33,94798,175168,10610,8576,13,Salaried,0
CUST_00242,22,144964,266140,41316,1332,4,Salaried,1
CUST_00243,48,25706,24464,21623,532,20,Salaried,0
CUST_00244,22,65193,82346,11793,9533,1,Self-Employed,0
CUST_00245,39,37486,44374,47126,11474,1,Salaried,0
CUST_00246,61,80899,35350,9135,7498,30,Salaried,0
CUST_00247,30,25741,2746,25682,10160,12,Salaried,0
CUST_00248,70,91176,169581,17524,9375,30,Salaried,1
CUST_00249,67,26265,8157,29118,14318,41,Salaried,0
CUST_00250,65,77637,48973,37519,32605,24,Salaried,0
CUST_00251,69,88062,111280,10172,7055,17,Self-Employed,0
CUST_00252,70,43652,13447,10247,5372,34,Salaried,0
CUST_00253,37,78447,43684,34091,23038,19,Self-Employed,0
CUST_00254,64,134037,228034,22993,20954,22,Salaried,0
CUST_00255,78,27518,26621,28809,16812,4,Salaried,0
CUST_00256,61,40969,79635,49439,28716,1,Salaried,1
CUST_00257,22,50932,74349,7122,4956,2,Salaried,1
CUST_00258,46,144364,40310,42612,9023,11,Salaried,0
CUST_00259,43,61207,14869,6698,6026,20,Salaried,0
CUST_00260,51,70723,68233,34246,14062,7,Salaried,0
CUST_00261,36,110961,35580,9853,7406,15,Salaried,0
CUST_00262,63,78341,83778,48767,22768,5,Self-Employed,0
CUST_00263,53,91063,41289,46792,11409,18,Self-Employed,0
CUST_00264,50,49391,18202,20514,16188,7,Self-Employed,0
CUST_00265,53,95009,144610,13504,10026,23,Salaried,0
CUST_00266,22,60539,94223,36369,34451,3,Self-Employed,1
CUST_00267,44,127916,254903,25776,21048,18,Salaried,1
CUST_00268,47,109143,217331,41130,38521,16,Salaried,1
CUST_00269,79,36912,7263,13137,8488,27,Salaried,0
CUST_00270,28,41229,29552,27676,17003,5,Self-Employed,0
CUST_00271,72,30336,36099,22986,4101,16,Salaried,0
CUST_00272,57,89924,44206,43784,38053,5,Salaried,0
CUST_00273,60,101851,147749,7699,6760,38,Salaried,0
CUST_00274,23,25958,17344,47672,13815,5,Self-Employed,0
CUST_00275,44,101016,164407,40754,18983,20,Salaried,0
CUST_00276,37,83300,106454,24492,14861,7,Self-Employed,1
CUST_00277,21,40719,60875,18370,11147,3,Salaried,1
CUST_00278,38,132916,181073,31130,4284,10,Self-Employed,0
CUST_00279,50,93616,122282,13029,4382,6,Salaried,0
CUST_00280,27,32689,19019,30175,28316,0,Unemployed,0
CUST_00281,33,146181,163952,17440,5221,5,Self-Employed,0
CUST_00282,50,81186,130382,6518,737,31,Self-Employed,0
CUST_00283,50,79930,92509,8188,414,15,Salaried,0
CUST_00284,56,135649,4287,12044,7060,30,Salaried,0
CUST_00285,34,115355,95928,7965,3281,11,Self-Employed,0
CUST_00286,53,45513,9637,30319,16523,23,Salaried,0
CUST_00287,53,56663,12672,30814,12228,7,Salaried,0
CUST_00288,39,93116,52181,44483,33365,11,Self-Employed,0
CUST_00289,20,25938,8980,26826,26344,0,Unemployed,0
CUST_00290,47,39521,18321,26493,20089,19,Self-Employed,0
CUST_00291,43,149841,156884,43910,22044,19,Self-Employed,0
CUST_00292,50,89774,78588,36122,1090,31,Self-Employed,0
CUST_00293,61,34366,3492,44119,31102,26,Salaried,0
CUST_00294,59,122616,189110,8365,7871,37,Salaried,1
CUST_00295,58,114526,99664,14684,13462,39,Self-Employed,0
CUST_00296,20,95047,4964,33903,20558,2,Salaried,0
CUST_00297,44,110505,203154,45073,30907,6,Salaried,0
CUST_00298,65,115342,135969,18588,18379,3,Self-Employed,1
CUST_00299,60,82701,45398,35124,34939,33,Salaried,0
CUST_00300,40,108587,181747,22325,19990,21,Salaried,1
CUST_00301,79,52311,29473,24504,9470,17,Salaried,0
CUST_00302,62,112404,91436,41732,17921,31,Salaried,0
CUST_00303,54,108686,103424,27618,25331,34,Salaried,0
CUST_00304,36,25513,5179,27699,14495,9,Self-Employed,0
CUST_00305,65,82793,141184,22768,18416,13,Salaried,0
CUST_00306,26,34316,29579,46808,15259,3,Salaried,0
CUST_00307,44,63292,89285,14009,84,22,Salaried,0
CUST_00308,80,141778,249403,36290,13071,10,Salaried,0
CUST_00309,36,62096,119005,10862,10687,9,Salaried,1
CUST_00310,52,116821,45892,32386,28909,2,Self-Employed,0
CUST_00311,77,140538,208139,37465,12210,2,Self-Employed,0
CUST_00312,79,134332,19643,5607,2444,59,Salaried,0
CUST_00313,24,141694,274893,37369,8794,2,Salaried,0
CUST_00314,47,55761,43343,15649,11978,6,Self-Employed,0
CUST_00315,34,114188,88371,24334,18605,5,Salaried,0
CUST_00316,30,43002,53148,33029,21491,9,Self-Employed,1
CUST_00317,60,32502,31290,26207,8128,11,Self-Employed,0
CUST_00318,42,50870,43204,24788,19086,14,Self-Employed,0
CUST_00319,18,54282,90802,20486,2035,0,Unemployed,0
CUST_00320,47,60213,65866,25380,22619,5,Salaried,1
CUST_00321,76,143290,115788,19360,4376,18,Salaried,0
CUST_00322,47,118007,184009,40994,30856,19,Salaried,0
CUST_00323,69,107044,178347,44047,5365,13,Self-Employed,1
CUST_00324,51,112244,147893,12353,1011,23,Salaried,0
CUST_00325,75,86255,39282,15783,5375,12,Salaried,0
CUST_00326,46,35235,64071,10959,8361,21,Salaried,1
CUST_00327,21,79432,119746,41956,3783,1,Salaried,0
CUST_00328,61,125764,103795,21676,98,19,Self-Employed,0
CUST_00329,55,29572,45900,9178,8866,2,Salaried,0
CUST_00330,77,137207,247501,7079,2351,4,Self-Employed,1
CUST_00331,67,37750,55097,29540,29207,49,Salaried,1
CUST_00332,73,140208,69724,47830,22791,24,Salaried,0
CUST_00333,52,71518,58376,5227,186,33,Salaried,0
CUST_00334,47,108276,139443,29856,26979,23,Salaried,1
CUST_00335,47,65371,122868,12395,527,4,Salaried,0
CUST_00336,44,100599,4101,20772,6752,24,Self-Employed,0
CUST_00337,56,24400,46090,8190,2004,28,Salaried,0
CUST_00338,43,77535,14796,14183,8255,7,Salaried,0
CUST_00339,32,126926,83598,42845,39185,14,Self-Employed,0
CUST_00340,70,62030,18777,48267,34160,15,Salaried,0
CUST_00341,37,56064,77550,16477,13998,1,Salaried,1
CUST_00342,21,147440,199834,39371,20888,2,Self-Employed,0
CUST_00343,44,39558,70507,36032,15792,9,Salaried,0
CUST_00344,37,132399,30211,41856,27045,4,Self-Employed,0
CUST_00345,53,89467,66845,18325,10822,8,Salaried,0
CUST_00346,77,78954,140413,17483,1688,54,Salaried,0
CUST_00347,61,99294,19079,17331,7111,38,Salaried,0
CUST_00348,73,138886,8039,18881,6226,21,Salaried,0
CUST_00349,25,117894,182354,44610,13402,7,Self-Employed,1
CUST_00350,33,92362,99788,35556,34973,10,Self-Employed,0
CUST_00351,37,54283,65179,35540,6462,11,Salaried,0
CUST_00352,64,81537,97178,25507,13563,20,Self-Employed,0
CUST_00353,73,49002,34180,41261,38275,47,Salaried,0
CUST_00354,44,58691,30149,29893,18670,4,Salaried,0
CUST_00355,49,92173,128089,47054,32151,21,Salaried,1
CUST_00356,64,124199,188825,40818,32002,22,Salaried,1
CUST_00357,74,91058,137348,7216,6873,41,Self-Employed,0
CUST_00358,78,127216,1673,32026,4505,42,Salaried,0
CUST_00359,32,28908,14334,38143,29885,11,Salaried,0
CUST_00360,57,103588,172827,36972,1030,39,Self-Employed,0
CUST_00361,53,73914,4384,39695,18005,0,Unemployed,0
CUST_00362,36,22246,44173,33218,11748,16,Self-Employed,1
CUST_00363,24,88732,162471,39501,16542,1,Salaried,0
CUST_00364,35,124193,106437,35080,15938,12,Salaried,0
CUST_00365,32,59318,10566,47843,42591,10,Self-Employed,0
CUST_00366,23,73120,124781,8677,154,3,Salaried,0
CUST_00367,23,85517,86840,42083,6249,3,Salaried,0
CUST_00368,76,25577,45369,42144,31162,14,Salaried,1
CUST_00369,77,29744,58937,40588,36930,43,Self-Employed,0
CUST_00370,29,141735,108610,43471,9449,5,Salaried,0
CUST_00371,63,127597,78453,15646,9239,25,Self-Employed,0
CUST_00372,71,131338,173921,30155,24759,24,Salaried,0
CUST_00373,68,149561,262559,27666,1759,44,Self-Employed,0
CUST_00374,32,129926,201590,45230,39033,1,Salaried,1
CUST_00375,67,62778,102701,34527,32152,1,Salaried,1
CUST_00376,53,143357,199267,10616,10135,24,Salaried,1
CUST_00377,33,113468,40428,29903,23320,2,Salaried,0
CUST_00378,27,116948,27931,10997,85,6,Salaried,0
CUST_00379,46,67175,34735,10721,3070,24,Salaried,0
CUST_00380,53,92710,6884,10873,5798,32,Salaried,0
CUST_00381,56,98386,3235,24126,13559,20,Self-Employed,0
CUST_00382,23,115006,63633,42483,34151,4,Self-Employed,0
CUST_00383,42,42216,35180,37317,9563,4,Salaried,0
CUST_00384,45,56170,102585,10041,5916,13,Salaried,1
CUST_00385,33,114489,51261,35006,7010,15,Salaried,0
CUST_00386,18,144364,174177,45644,24896,0,Unemployed,0
CUST_00387,39,77700,35684,24689,10507,10,Salaried,0
CUST_00388,62,46326,52198,25915,9550,30,Salaried,0
CUST_00389,58,84357,85429,29645,9184,36,Self-Employed,0
CUST_00390,43,67843,52376,43812,35758,3,Self-Employed,0
CUST_00391,67,92102,121011,18739,14367,1,Self-Employed,0
CUST_00392,71,110811,208576,31813,22052,4,Self-Employed,1
CUST_00393,58,59692,20203,32730,25856,15,Salaried,0
CUST_00394,46,149853,210137,40020,33201,19,Salaried,0
CUST_00395,73,110663,207282,28562,22991,26,Salaried,0
CUST_00396,52,97833,65072,48096,43561,5,Salaried,0
CUST_00397,59,100304,169091,49398,42384,2,Salaried,1
CUST_00398,66,63463,12924,21956,7274,27,Salaried,0
CUST_00399,51,93137,102533,35347,32798,14,Salaried,1
CUST_00400,19,83277,77445,32261,30164,0,Unemployed,0
CUST_00401,25,128962,89932,34840,13557,2,Salaried,0
CUST_00402,40,82411,118606,25900,2201,3,Salaried,0
CUST_00403,69,113163,89935,47465,7167,7,Salaried,0
CUST_00404,28,141886,83957,26691,18345,3,Salaried,0
CUST_00405,47,50389,24176,17215,14160,25,Salaried,0
CUST_00406,65,100492,112604,30482,145,12,Salaried,0
CUST_00407,31,56483,104334,9100,1667,12,Self-Employed,0
CUST_00408,52,44505,59972,12468,4298,23,Salaried,0
CUST_00409,49,89168,160250,30725,19234,20,Salaried,1
CUST_00410,40,130823,213316,49144,46267,14,Salaried,0
CUST_00411,76,100541,35113,25524,3862,37,Salaried,0
CUST_00412,25,43992,66954,30458,13704,5,Salaried,1
CUST_00413,54,70293,45412,41366,10935,27,Salaried,0
CUST_00414,26,44523,81187,8513,5882,5,Self-Employed,0
CUST_00415,49,37895,73607,38124,32438,12,Self-Employed,1
CUST_00416,49,74477,21671,42053,2022,28,Salaried,0
CUST_00417,32,58284,36025,19735,17616,0,Unemployed,0
CUST_00418,67,79942,129843,41026,33476,36,Self-Employed,1
CUST_00419,25,55112,99193,7726,6225,5,Salaried,0
CUST_00420,52,48644,85678,21222,9755,27,Salaried,0
CUST_00421,20,78947,22802,33774,7693,1,Salaried,0
CUST_00422,33,47509,79988,46469,28060,11,Self-Employed,1
CUST_00423,26,122871,211141,8890,5747,3,Self-Employed,1
CUST_00424,56,90617,76712,23961,18767,10,Salaried,0
CUST_00425,72,87425,35543,31974,30106,43,Self-Employed,0
CUST_00426,35,133645,69568,21362,4792,4,Self-Employed,0
CUST_00427,71,52447,51472,37077,9317,48,Self-Employed,0
CUST_00428,35,102288,19796,46525,6101,13,Salaried,0
CUST_00429,65,56467,48374,34798,31984,44,Self-Employed,0
CUST_00430,18,133889,240359,46604,43525,0,Unemployed,0
CUST_00431,72,28300,14275,33157,13883,50,Salaried,0
CUST_00432,38,128572,151501,13558,9275,9,Salaried,0
CUST_00433,68,65054,6021,11525,10259,43,Self-Employed,0
CUST_00434,47,22134,10353,33920,29918,3,Self-Employed,0
CUST_00435,79,76072,34580,47598,19783,12,Self-Employed,0
CUST_00436,77,134897,188971,21409,2700,17,Salaried,0
CUST_00437,75,105054,163998,25021,23789,10,Salaried,0
CUST_00438,32,76260,24951,5071,1748,10,Salaried,0
CUST_00439,26,97814,116671,5608,66,3,Salaried,0
CUST_00440,70,35806,62613,9641,3751,27,Salaried,1
CUST_00441,64,125638,96354,24611,4493,6,Salaried,0
CUST_00442,70,118717,177507,14362,1120,8,Salaried,0
CUST_00443,18,99995,115369,28015,23672,0,Unemployed,1
CUST_00444,65,39840,57984,19237,2840,26,Salaried,0
CUST_00445,26,118624,100671,28038,14070,1,Salaried,0
CUST_00446,26,52477,32527,41267,39387,4,Salaried,0
CUST_00447,56,57345,86298,24768,6732,1,Self-Employed,1
CUST_00448,50,44726,7152,20685,16216,25,Salaried,0
CUST_00449,33,85481,3163,28664,10370,2,Salaried,0
CUST_00450,73,129965,143224,49757,11322,36,Salaried,0
CUST_00451,79,149416,35406,5903,2147,49,Salaried,0
CUST_00452,77,27925,18775,46194,32836,50,Salaried,0
CUST_00453,45,111987,140657,40235,10006,12,Salaried,0
CUST_00454,37,30357,52957,15182,8788,16,Self-Employed,1
